"Text","Positive","Negative","Score","Summary","PosPercent","NegPercent"
"sembarangan mulut tanganmu anak muda alhamduliah niat pacaran semoga dipermudah dikuatkan kalo kagum ya tinggal namanya disetiap doa panjatkan pengin taaruf sukses ",14,11,3,"Positive",0.56,0.44
" kepengen ta'aruf ya ta'aruf ya",2,2,0,"Positive",0.5,0.5
"taaruf kayak ngelamar kerja",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"anzaay apps namanya taaruf beru tau bee btw kalo apps chatmu dibalas tandanya",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"kalo taaruf tukeran cv lo tau",0,1,-1,"Negative",0,1
"gih bikin cv taaruf",0,0,0,"Positive",0,0
"ta'aruf pakai 'ain ya mbak",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" ' salah kalo pipit merespon mom ya salah susah kalo sreg smpet perdebatan membuka hati mama' tibatiba bahas ta'aruf",9,6,3,"Positive",0.6,0.4
"taaruf yuk",1,0,1,"Positive",1,0
"jalur teman nunjukkin dance practice mansae acara sekolah abistu mlihat scoups hei taaruf abistu jeder pas pretty era carat xixiix",2,1,1,"Positive",0.666666666666667,0.333333333333333
"hijrah ta'aruf nikah tamat",2,3,-1,"Negative",0.4,0.6
"anjay wkwkwk taaruf",1,1,0,"Positive",0.5,0.5
" sibuk maunya taaruf",2,2,0,"Positive",0.5,0.5
"taaruf liatliatan ",0,0,0,"Positive",0,0
"wajarr euyy pria sejati mah langsung taaruf ",2,0,2,"Positive",1,0
"sodara ta'aruf mengasih informasi calon masingmasing perwakilan berlanjut ketemuan calon ditemani keluarga mengobrol situ jawabannya pertemuan nikah ",8,7,1,"Positive",0.533333333333333,0.466666666666667
"bismillah ayo ta'aruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"kuatkan imanku ku tengok ramai deh taaruf pengin cepat habisin kuliah",6,6,0,"Positive",0.5,0.5
" kerasa taaruf",1,1,0,"Positive",0.5,0.5
" taaruf diblock",0,1,-1,"Negative",0,1
"giliran pas serius pasangan goblok eh pas mainmain serius",3,3,0,"Positive",0.5,0.5
" kenal taaruf liv",1,1,0,"Positive",0.5,0.5
" muknya taaruf",0,0,0,"Positive",0,0
" taaruf",0,0,0,"Positive",0,0
" musim layangan musim ta'aruf kalo putus ya diputuskan kalo sok ya sok kalo goblok ya goblok benaran",6,7,-1,"Negative",0.461538461538462,0.538461538461538
"kadang habis pikir sih konsep taaruf diusung oknum dikecewakan tuh bilangnya taaruf sesuai konsep taaruf pacaran ya taaruf namanya ya akang teteh prosedurnya",7,5,2,"Positive",0.583333333333333,0.416666666666667
" oknum mengakibatkan orang mengerti konsep taaruf menganggap lakukan ya sesuai agama susahnya bilang pacaran kali mengomong taaruf",9,8,1,"Positive",0.529411764705882,0.470588235294118
"ta'aruf jadian",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"khitbah ta'aruf nikah sok namanya proses pacaran tahap nikah",5,5,0,"Positive",0.5,0.5
"ampun om taaruf mah teu ngapalkeun quran teu qiyamu lail oge pami milari anu soleh abi om",3,2,1,"Positive",0.6,0.4
"pacaran lum soalny langsung taaruf jaemin",2,1,1,"Positive",0.666666666666667,0.333333333333333
"masya allah aamiiiin aa ayo taaruf",2,0,2,"Positive",1,0
" dibikin kaget banget pas ayah sodorin proposal ta'aruf biodata juna didalemnya",3,3,0,"Positive",0.5,0.5
" dinda hauw isyana belajar membedakan taaruf original taaruf kau super",2,2,0,"Positive",0.5,0.5
"cc man pengin taaruf coba memantaskan biar man mbambang",3,5,-2,"Negative",0.375,0.625
"coba taaruf namanya setiawan",2,2,0,"Positive",0.5,0.5
" kenal ta aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ta aruf opo taaruf",0,1,-1,"Negative",0,1
" taaruf memijat pelipis",0,0,0,"Positive",0,0
" dibilang taaruf gua mah nuh ",0,1,-1,"Negative",0,1
"yaudah lu taaruf bang",1,1,0,"Positive",0.5,0.5
" taaruf ambek diriku ",1,1,0,"Positive",0.5,0.5
"suka aneh pakai hestek berhijab tidakkkkk",2,2,0,"Positive",0.5,0.5
"ngeri banget cowok nge dm assalamualaikum mengajak taaruf auto mengajak khitbah",4,1,3,"Positive",0.8,0.2
" tambahkan ya mbak ta'aruf yuk",3,1,2,"Positive",0.75,0.25
"yakaliiiiiiii lihat gue emak emak anak ajaran taaruf darimana mengajukan cv langsung keorangnya perantaranya oblonya suka wajar heran",8,7,1,"Positive",0.533333333333333,0.466666666666667
"dexter molina dikabarkan taaruf",1,1,0,"Positive",0.5,0.5
"siapsapa tau taaruf",0,1,-1,"Negative",0,1
"taaruf semenyenangkan ",0,0,0,"Positive",0,0
" kenal taaruf wae kitu haha",1,1,0,"Positive",0.5,0.5
" kak kuat ta'aruf ya pacaran",3,3,0,"Positive",0.5,0.5
" taaruf pacaran taaruf bersentuhan menatap menjaga pandangannya",5,3,2,"Positive",0.625,0.375
"gue taaruf orang",1,1,0,"Positive",0.5,0.5
" musim taaruf ya orang taaruf mudah",3,2,1,"Positive",0.6,0.4
"deh deh ta'aruf ",0,1,-1,"Negative",0,1
" hepi road taaruf",0,0,0,"Positive",0,0
"lihat deh sih abel mengaku taaruf evan gc langsung heboh evan cho woi",3,1,2,"Positive",0.75,0.25
" nikah ya heboh pacaran nikah memilih ta'aruf enak pacaran halal sih",7,8,-1,"Negative",0.466666666666667,0.533333333333333
" mengomong taaruf mulut lasban",2,2,0,"Positive",0.5,0.5
"apasi anjing pakai dibatesin kawinnya kali doang hasil taaruf kawin",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" lucas taaruf dejun nge gas langsung lamar bingung banget omgggg hmmm seswatu kitaaaa",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf ya cil",1,0,1,"Positive",1,0
" buka twitter lihat luna maya trending like trending gara ketahuan taaruf kayak prily reza nikah kayak dinda rey balikan ariel",4,7,-3,"Negative",0.363636363636364,0.636363636363636
" ta'aruf ya langsung akad ",2,1,1,"Positive",0.666666666666667,0.333333333333333
"harapanku kenalan ta'aruf nikah kayak haji anak cucu mati masuk surga amin",7,10,-3,"Negative",0.411764705882353,0.588235294117647
" tau soanya teh disuruh taaruf kenal laki nya ditinggal nikah duluan sedih sih ",5,7,-2,"Negative",0.416666666666667,0.583333333333333
"kakamin lihat alesan mati menangis mati woy sesedih jomblo seumur hidup diajak taaruf cowoknya ",7,7,0,"Positive",0.5,0.5
"woyyyyy gue becanda kali ta'aruf dm ngajakin ta'aruf ",0,3,-3,"Negative",0,1
" selesai curhatnya deh ngajakin ngeroom overthinking fokus ta'aruf",2,3,-1,"Negative",0.4,0.6
" seminggu loh dahla capek ta'aruf masak mi ",2,3,-1,"Negative",0.4,0.6
"taaruf ",0,0,0,"Positive",0,0
"halu ta'aruf",0,1,-1,"Negative",0,1
" urusannya darah rendah semangatin anjir wkwkw ya kalo berfokus taaruf ya semangat thinking ",6,6,0,"Positive",0.5,0.5
" taaruf nikah langsung eh ",2,1,1,"Positive",0.666666666666667,0.333333333333333
"semoga telur telur makan hasil tetasan pasangan taaruf pacaran",5,5,0,"Positive",0.5,0.5
" diajari taaruf",1,1,0,"Positive",0.5,0.5
"utututuu kudu jak taaruf loh",0,0,0,"Positive",0,0
"taaruf ",0,0,0,"Positive",0,0
" jaman banget ya mengomongnya taaruf tata benerbener melenceng ajaran taaruf dijadikan kedok nikah muda",8,6,2,"Positive",0.571428571428571,0.428571428571429
" cwocwe pacaran kayak ujungnya putus salah nikah ta'aruf perasaannya ya serius",5,9,-4,"Negative",0.357142857142857,0.642857142857143
" taaruf smaa molly",0,0,0,"Positive",0,0
"kayanya musim banget taaruf tikungan sepertiga malam",2,2,0,"Positive",0.5,0.5
" nk dinasihatkan couple sis hukum nya islam mencegah perkara islam recognise dating couple taaruf nk bercinta kaedah ditetapkan islam budaya barat maaf berckp",10,7,3,"Positive",0.588235294117647,0.411764705882353
"gamer orang sedari ajnabi mahram alhamdulillah beliau berkahwin kenal pasangannya jarang berjumpa islam recognize dating couple taaruf",7,3,4,"Positive",0.7,0.3
"pergaulan mahupun socmed menyedihkan suka suka couple punca zina sedar berhati hati begni islam dont actually recognise dating couple taaruf",7,6,1,"Positive",0.538461538461538,0.461538461538462
"oh taaruf nih sih klepon",0,0,0,"Positive",0,0
"mengajak taaruf ege wkwk suami idaman kayak gue harap intinya kayak ",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" taaruf ah",0,0,0,"Positive",0,0
"maunya ta'aruf langsung nikah ",3,3,0,"Positive",0.5,0.5
"orang rame taaruf jia langsung ",3,2,1,"Positive",0.6,0.4
"taaruf ta iku wkw",0,1,-1,"Negative",0,1
"gue istikamah keren ya bunda nyuruh gue taaruf",2,2,0,"Positive",0.5,0.5
"taaruf ",0,0,0,"Positive",0,0
"ayo taaruf",1,0,1,"Positive",1,0
" kesini pengin taaruf",0,0,0,"Positive",0,0
"kalo mah taaruf ",0,0,0,"Positive",0,0
" taaruf liberal",0,0,0,"Positive",0,0
"langsung taaruf ya bi",2,0,2,"Positive",1,0
" maunya taaruf nya taaruf skrgg wkwkwk",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf taaruf lo",0,0,0,"Positive",0,0
"nikah sebutannya 'ta'aruf' jaahilaah dnger sih ta'aruf sih calon dikenalin murobbi guru mengaji liqo sih calon kirim cv yagasi maaf salah",5,6,-1,"Negative",0.454545454545455,0.545454545454545
" ratarata gaya pacaran indonesia semi semi taaruf semi western sisi living together sisi menangkis kenyataan afeksi batas norma agama",8,9,-1,"Negative",0.470588235294118,0.529411764705882
"gangerti parah njelasin kayak disaltyin dibilang deh ndoain terbaik ajasih belajar iri bilang dsb poinnya tuh salah kaprah taaruf pahala dosa hhh",4,9,-5,"Negative",0.307692307692308,0.692307692307692
" jaman tuh kebanyakan hubungan status ngakunya taaruf loh hahaha pacaran jalani chat boncengan beda nya cuman status 'pacaran' doang kocaaakkkk",7,7,0,"Positive",0.5,0.5
" proses taarufkhitbahmenikah melenceng ajaran islam read sesuai syariat islam nikahnya pas pandemik pakai masker pas tegur alesannya pakai pas foto pakai wkwk kocak menerapkan protokol kesehatan rumah aja dll",13,6,7,"Positive",0.684210526315789,0.315789473684211
"iya kesalahan wajar publik figur pastinya lihat dijadikan idola netizen netizen awam paham langsung mencerna arti 'taaruf' ala dindarey bulat bulat cari penjelasan blunder cmiiw",11,9,2,"Positive",0.55,0.45
"siwer jago taaruf tuh",1,0,1,"Positive",1,0
" pacaran ta'aruf ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"masyaallah taaruf",0,0,0,"Positive",0,0
"privilege nyata orang basic agama nikahnya syari taaruf uwu uwu allah terduga allah baiknya perencana hamba ",10,7,3,"Positive",0.588235294117647,0.411764705882353
"jek ta aruf",0,1,-1,"Negative",0,1
"taaruf biar ngiler ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" berkedok taaruf ya kak",1,0,1,"Positive",1,0
"o taaruf dikabarin gaperna ketemu gaperna taaruf dibegoin beda tipis",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" diajak taaruf re",1,0,1,"Positive",1,0
"taaruf ",0,0,0,"Positive",0,0
"cie taaruf ya",1,0,1,"Positive",1,0
"ta'aruf merubah ",0,1,-1,"Negative",0,1
"hahaha know right kemarin dibilang ta'aruf ngisi form beda dom chat rada nyaman kayak kenal beda orang akrab",5,6,-1,"Negative",0.454545454545455,0.545454545454545
"ta'aruf godog taaruf eta mah kayak mengobrol pakai perantara maaf mak comblang ku mundur sesuai ekspektasinya",1,4,-3,"Negative",0.2,0.8
"ta'aruf kayak sih barangkali beda ta'arufyg dipikiranku pakai istilah ta'aruf ",1,6,-5,"Negative",0.142857142857143,0.857142857142857
"ta'aruf jalur maksiat",0,2,-2,"Negative",0,1
"yuk lin taaruf aa",1,0,1,"Positive",1,0
"yuk taaruf",1,0,1,"Positive",1,0
" kemarin sosmed rame mulu gara orang pacarannya nikahnya taaruf ngeri kali",5,8,-3,"Negative",0.384615384615385,0.615384615384615
"halah saia cari pacar titik meh ta'aruf og son",2,5,-3,"Negative",0.285714285714286,0.714285714285714
"muk ta'aruf kayak dinda rey ajalah",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"bgss taaruf ",0,0,0,"Positive",0,0
"langsung taaruf ",1,0,1,"Positive",1,0
" rame nya tuh taaruf kalo pribadi sih ya kenal nikah ya lingkungan kebanyakan nikah orang dilingkungannya kayak teman kuliah teman ",9,8,1,"Positive",0.529411764705882,0.470588235294118
" proses taaruf dijalani rey dinda",2,1,1,"Positive",0.666666666666667,0.333333333333333
"kemarin influencer bahas masker musisi bahas covid bahaya pakar ekonomi bahas radiasi thermogun besok bahas taaruf",4,2,2,"Positive",0.666666666666667,0.333333333333333
" guys bahas taaruf nih",2,0,2,"Positive",1,0
" taaruf ",0,0,0,"Positive",0,0
"gue ta aruf nanon",0,1,-1,"Negative",0,1
" ayam dulunya taaruf pacaran ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"yuk taaruf",1,0,1,"Positive",1,0
"alhandulillah taaruf ku",0,0,0,"Positive",0,0
" maba ums taaruf online pecahkan rekor muri",0,1,-1,"Negative",0,1
"menikah ta'aruf rizki 'academy berharap 'kerikil' rumah tangga barunya",5,5,0,"Positive",0.5,0.5
"senang dengar lagunya reymbayang sepertiga malam pengin ta'aruf hehehehehe",3,3,0,"Positive",0.5,0.5
"asuu serius tahap ta'arufg",0,2,-2,"Negative",0,1
"yuto imut banget astaga sih minkyun kayak ta'aruf sih astaghfirullah ganteng banget ciptaan tuhan hshshshs",6,6,0,"Positive",0.5,0.5
" kenal ta aruf kenalan bang macan",2,3,-1,"Negative",0.4,0.6
" kepikiran taaruf ngebet nikah niat menyempurnakan agama",4,4,0,"Positive",0.5,0.5
"ta'aruf boj bnjaaye usko bhulna behtar ta'aluk boj bnjaaye usko todna acha",0,2,-2,"Negative",0,1
"pengin ta'aruf kajian masjid jarang ",2,1,1,"Positive",0.666666666666667,0.333333333333333
" ta'aruf ijin orang tua anaknya v",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"tolong daftar ta'aruf ceu",2,3,-1,"Negative",0.4,0.6
" jaman cowok kebelet kiwin kaliyak bawa taaruf ceunah ulala riski dangdut mengajak lesti nikah lestinya eh cari diajak ewkwkkkkwk",5,3,2,"Positive",0.625,0.375
" jadian kebalap taaruf",1,1,0,"Positive",0.5,0.5
" taaruf ",0,0,0,"Positive",0,0
"jere taaruf karo yoga",1,0,1,"Positive",1,0
" laptoplama memegang hp weh taaruf hp",0,1,-1,"Negative",0,1
" sih rizki benaran taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"angjay gercep kayak taaruf",0,1,-1,"Negative",0,1
" mesti dikhawatirkan virus cowok mengajak taaruf pacar orang",4,4,0,"Positive",0.5,0.5
"kisah uwu uwu taaruf berlaku kalangan keatas ya kaum perempuan ku",3,1,2,"Positive",0.75,0.25
"hahaha maju taaruf idol korea",0,0,0,"Positive",0,0
" intro idol korea mok taaruf",0,0,0,"Positive",0,0
"taaruf yuk ",1,0,1,"Positive",1,0
" musim taaruf nih jomblo siapsiap ya",2,1,1,"Positive",0.666666666666667,0.333333333333333
" kalo taaruf ",0,0,0,"Positive",0,0
" wanita lakilaki taaruf nihada kenal akumenurut mu kiy tanda nya kode lo paham sih ayolah peka",4,3,1,"Positive",0.571428571428571,0.428571428571429
"emak gue nontonin sih rizky nadya taaruf mak taaruf ya gue hah apaansi mak jimin gue",1,0,1,"Positive",1,0
" kayaknya orang orang tau taaruf cemana tau kawan kampusku taaruf jaman baholak ttm taaruf mesra",3,5,-2,"Negative",0.375,0.625
"langsung intinya mbak taaruf yuk",2,0,2,"Positive",1,0
"mengomong ta aruf tau nya malam minggu main bareng bgst kau kimak",3,6,-3,"Negative",0.333333333333333,0.666666666666667
"malas banget menonton tv isinya dramatisir ta'aruf",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"menyimak curhatan temanku diajak taaruf mbakmbak",2,1,1,"Positive",0.666666666666667,0.333333333333333
"dih wa mah gapercayaan taaruf",0,0,0,"Positive",0,0
"taaruf icip wkwkwkkw eh",0,0,0,"Positive",0,0
" musim taaruf ya kaget kalo tbtb shua taaruf ",2,1,1,"Positive",0.666666666666667,0.333333333333333
" taaruf",0,0,0,"Positive",0,0
"taaruf nikah rizki 'academia nadya mustika rahayu",3,2,1,"Positive",0.6,0.4
"ta'aruf ta'aruf koyok wes apik akhlakmu",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"iya ngejudge komen hijab hijrah butuh proses hijab berniat syaa allah berkah rey dinda bilang proses 'taaruf' sempurna",5,2,3,"Positive",0.714285714285714,0.285714285714286
"ta'aruf berat lur ilmuku durung tekan kono",2,3,-1,"Negative",0.4,0.6
"rizki resmi menikahi wanita bernama nadya mustika pernikahan menjalani proses taaruf",7,4,3,"Positive",0.636363636363636,0.363636363636364
"subhanallah ya habis winayati diajak taaruf aa' ahmad nur fauzan winayati masak mie",4,2,2,"Positive",0.666666666666667,0.333333333333333
"rizki alias rizki ridho resmi menikah wanita cantik bernama nadya kabar bahagia dibagikan sahabatnya arie untung instagram",11,8,3,"Positive",0.578947368421053,0.421052631578947
"proses taaruf rey mbayang dinda hauw dinilai warganet salah kaprah sesuai syariat islam tanggapan rey ",4,1,3,"Positive",0.8,0.2
"rey mbayang taaruf menikahi dinda hauw beralasan menghindari zina",1,1,0,"Positive",0.5,0.5
"hago aplikasi cari jodoh sih sesuai banget game konyol nya iya gua habis adu domba jodoh habis lempar piso lgsng ta'aruf habis main uler tangga uler gue ditangkep wkwk bgst ",10,16,-6,"Negative",0.384615384615385,0.615384615384615
"dahlah taaruf ",0,1,-1,"Negative",0,1
"gue mengajak doi taaruf ",1,1,0,"Positive",0.5,0.5
"gue tamatan anak pesantren gue mengedepankan taaruf",2,2,0,"Positive",0.5,0.5
" ulama menghalalkan pacaran gue bilang lo bego pacaran disamain taaruf kafir gue jelasin ya taaruf wajib dampingi mahrom wanita lo tau bedanya pacaran tau lo oon",6,8,-2,"Negative",0.428571428571429,0.571428571428571
" ta'aruf nikah",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"nama lisa kota banjarmasin jenis kelamin cewek usia status single pekerjaan lulus pendidikan sholat alhamdulillah kriteria calon setia target nikah ciri fisik mata sipit lupa foto hastag",12,10,2,"Positive",0.545454545454545,0.454545454545455
"pacaran taaruf kalo pemabok agama pacaran zina pakai ayat ditafsirin kadrun iblis",3,5,-2,"Negative",0.375,0.625
" ta'aruf",0,1,-1,"Negative",0,1
"aneh banget mimpiku orang kenal mengajak taaruf",6,3,3,"Positive",0.666666666666667,0.333333333333333
" tamat taaruf ",1,1,0,"Positive",0.5,0.5
" taaruf maksud khitbah gus",1,1,0,"Positive",0.5,0.5
" memantaskan gaes wkkwkw koyoe nabila taaruf duluan",2,2,0,"Positive",0.5,0.5
"oh shit perihal taaruf pernikahan menyebalkan",1,1,0,"Positive",0.5,0.5
"kak ta'aruf ya",1,1,0,"Positive",0.5,0.5
"penasaran cowok ta'aruf aplikasi michat nya ya",1,3,-2,"Negative",0.25,0.75
"akusi terserah taaruf nikah langsung eh ",3,2,1,"Positive",0.6,0.4
"jare meh daftar ta'aruf koe bal",1,3,-2,"Negative",0.25,0.75
"kayak banget lu kajja taaruf",1,1,0,"Positive",0.5,0.5
"coba ajarkan ta'aruf",2,3,-1,"Negative",0.4,0.6
"kbtulan cv ta'aruf masuk gue sih beb pilih nih",0,3,-3,"Negative",0,1
" rame debatin taaruf sih rey dinda rizki nadya yaudahlah taaruf benaran kedok halal cewek dikasih kepastian mantannya ya bye bodo wkwkkwkwk",6,7,-1,"Negative",0.461538461538462,0.538461538461538
"ahaha ampun suhuuu pacaran taaruf deh biar kayak rey mbayar",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" laku ta aruf versi nonmuslim hehe",1,1,0,"Positive",0.5,0.5
"yaudah taaruf yuk",2,1,1,"Positive",0.666666666666667,0.333333333333333
" tahan ta'aruf ta'aruf dkjal '",1,3,-2,"Negative",0.25,0.75
"kenalan ta'aruf khitbah lamaran eh pripun engah",2,3,-1,"Negative",0.4,0.6
" musim nikah muda proses taaruf dosenku nikah ibadah seumur hidup memilih orang menemani hayat menuruti nikah putus kayak pacaran muda dikejar",13,15,-2,"Negative",0.464285714285714,0.535714285714286
"ta'aruf mengenal tafahum memahami takaful memikul beban",1,4,-3,"Negative",0.2,0.8
"mutualan wasaf kenalan habis taaruf entar meng kerunah mengajak papa mama",4,2,2,"Positive",0.666666666666667,0.333333333333333
"telat banget gapapa kenal ta'aruf nama bryant gugus bujuk bustrak taraktakdung taraktak jeder taraktak bujuk bustrak taraktak jedueerr taraktakdung mie tek tek",3,5,-2,"Negative",0.375,0.625
" taaruf",0,0,0,"Positive",0,0
"halo penghuni wonderland nama jennie blackpink taraktakdung ayo kenalan kenal taaruf aww malu banget tipe teman idamanmu manis memantaskan ",10,8,2,"Positive",0.555555555555556,0.444444444444444
"ayo taaruf arin mnis",1,0,1,"Positive",1,0
"penyambutan ta'aruf virtual santri ppm rahmatul asri pelajaran rabu juli sambutan direktur ppm rahmatul asri h amir",6,5,1,"Positive",0.545454545454545,0.454545454545455
"cv nder cv kerja ta'aruf wkwkwk",2,2,0,"Positive",0.5,0.5
" malam minum kopi minum qohwah cafe besok pagi ta'aruf kenalan dilanjut minum teh syay ",4,9,-5,"Negative",0.307692307692308,0.692307692307692
